STEM_Student_ID,NOTIONAL_NVQ_LEVEL_CODE,LEARNING_AIM_TYPE_DESC,PLP main qual type
10081357,3,Certificate,All other graded level 3 quals
10081358,3,Certificate,All other graded level 3 quals
10081359,3,Certificate,All other graded level 3 quals
10081360,2,Certificate,All other graded level 2 quals
10081361,2,Certificate,All other graded level 2 quals
10081363,2,Certificate,All other graded level 2 quals
10081364,3,Access to Higher Education Diploma (from 2007),Access to HE
10081365,H,HNC,Level 4 and above
10081366,3,Certificate,All other graded level 3 quals
10081368,2,Certificate,All other graded level 2 quals
10081369,2,Certificate,All other graded level 2 quals
10081370,2,Certificate,All other graded level 2 quals
10081371,3,GCE AS level,A Levels
10081376,X,Non Council funded studies,Unknown
10081378,X,Non Council funded studies,Unknown
10081379,2,Certificate,All other graded level 2 quals
10081380,2,Certificate,All other graded level 2 quals
10081381,2,Certificate,All other graded level 2 quals
10081382,2,Certificate,All other graded level 2 quals
10081383,2,Certificate,All other graded level 2 quals
10081384,2,Certificate,All other graded level 2 quals
10081385,2,Certificate,All other graded level 2 quals
10081386,2,Certificate,All other graded level 2 quals
10081388,2,Certificate,All other graded level 2 quals
10081389,2,Certificate,All other graded level 2 quals
10081390,2,Certificate,All other graded level 2 quals
10081391,1,Certificate,All other graded level 1 quals
10081392,3,Certificate,YUP
10081394,3,Access to Higher Education Diploma (from 2007),Access to HE
10081395,1,Certificate,All other graded level 1 quals
10081396,1,Certificate,All other graded level 1 quals
10081397,1,Certificate,All other graded level 1 quals
10081400,2,Certificate,All other graded level 2 quals
10081401,2,Diploma,All other graded level 2 quals
10081404,2,Diploma,All other graded level 2 quals
10081405,1,Certificate,All other graded level 1 quals
10081406,1,Certificate,All other graded level 1 quals
10081407,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10081408,1,Certificate,All other graded level 1 quals
10081409,2,Edexcel First Diploma (new syllabus),BTEC First Dip
10081410,1,Certificate,All other graded level 1 quals
10081412,3,GCE AS level,A Levels
10081413,1,Certificate,All other graded level 1 quals
10081415,1,Certificate,All other graded level 1 quals
10081416,2,Certificate,All other graded level 2 quals
10081417,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10081419,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
10081422,3,Diploma,All other graded level 3 quals
10081423,3,Diploma,All other graded level 3 quals
10081424,2,Diploma,All other graded level 2 quals
10081425,2,Certificate,All other graded level 2 quals
10081426,1,Certificate,All other graded level 1 quals
10081428,3,GCE AS level,A Levels
10081429,3,Diploma,All other graded level 3 quals
10081434,3,GCE AS level,A Levels
10081435,2,Certificate,All other graded level 2 quals
10081437,1,Certificate,All other graded level 1 quals
10081438,X,Non Council funded studies,Unknown
10081439,X,Non Council funded studies,Level 4 and above
10081440,1,Certificate,All other graded level 1 quals
10081441,1,Certificate,All other graded level 1 quals
10081442,3,GCE AS level,A Levels
10081443,H,HNC,Level 4 and above
10081444,X,Non Council funded studies,Unknown
10081445,1,Certificate,All other graded level 1 quals
10081447,X,Non Council funded studies,Unknown
10081448,X,Non Council funded studies,School partnerships
10081449,X,Non Council funded studies,School partnerships
10081450,X,Non Council funded studies,School partnerships
10081451,X,Non Council funded studies,School partnerships
10081452,X,Non Council funded studies,School partnerships
10081453,X,Non Council funded studies,School partnerships
10081454,X,Non Council funded studies,School partnerships
10081455,X,Non Council funded studies,School partnerships
10081456,X,Non Council funded studies,School partnerships
10081457,X,Non Council funded studies,School partnerships
10081458,X,Non Council funded studies,School partnerships
10081459,X,Non Council funded studies,School partnerships
10081460,1,Certificate,All other graded level 1 quals
10081461,1,Certificate,All other graded level 1 quals
10081462,1,Certificate,All other graded level 1 quals
10081463,1,Certificate,All other graded level 1 quals
10081464,1,Certificate,All other graded level 1 quals
10081465,1,Certificate,All other graded level 1 quals
10081466,1,Certificate,All other graded level 1 quals
10081467,1,Certificate,All other graded level 1 quals
10081468,1,Certificate,All other graded level 1 quals
10081469,1,Certificate,All other graded level 1 quals
10081470,1,Certificate,All other graded level 1 quals
10081471,1,Certificate,All other graded level 1 quals
10081472,1,Certificate,All other graded level 1 quals
10081473,1,Certificate,All other graded level 1 quals
10081474,2,Certificate,All other graded level 2 quals
10081475,E,Certificate,Entry Level 1
10081476,2,Certificate,All other graded level 2 quals
10081477,2,GCSE,GCSEs
10081478,1,NVQ,NVQ Level 1
10081483,1,Certificate,All other graded level 1 quals
10081486,1,Certificate,All other graded level 1 quals
10081487,1,Certificate,All other graded level 1 quals
10081488,1,Certificate,All other graded level 1 quals
10081489,1,Certificate,All other graded level 1 quals
10081490,1,Certificate,All other graded level 1 quals
10081491,1,Certificate,All other graded level 1 quals
10081492,1,Certificate,All other graded level 1 quals
10081494,1,Certificate,All other graded level 1 quals
10081495,1,Certificate,All other graded level 1 quals
10081496,1,Certificate,All other graded level 1 quals
10081497,1,Certificate,All other graded level 1 quals
10081498,1,Certificate,All other graded level 1 quals
10081499,2,Diploma,All other graded level 2 quals
10081500,2,Diploma,All other graded level 2 quals
10081501,E,Other,Entry Level 3
10081502,X,Non Council funded studies,School partnerships
10081503,X,Other,Entry Level 3
10081504,1,Certificate,All other graded level 1 quals
10081505,1,Certificate,All other graded level 1 quals
10081511,3,GCE AS level,A Levels
10081512,1,Certificate,All other graded level 1 quals
10081513,1,Certificate,All other graded level 1 quals
10081514,1,Certificate,All other graded level 1 quals
10081515,1,Certificate,All other graded level 1 quals
10081516,X,Non Council funded studies,School partnerships
10081517,2,NVQ,Technical Certificate Level 2
10081518,2,Certificate,Technical Certificate Level 2
10081519,1,Certificate,All other graded level 1 quals
10081520,2,NVQ/GNVQ Key Skills Unit,Technical Certificate Level 2
10081521,X,Other,Technical Certificate Level 2
10081522,X,Non Council funded studies,Unknown
10081523,2,Certificate,Technical Certificate Level 2
10081524,3,Diploma,Technical Certificate Level 2
10081525,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
10081526,2,NVQ,NVQ Level 2
10081527,2,NVQ,Technical Certificate Level 2
10081528,X,Other,Technical Certificate Level 2
10081530,1,Certificate,All other graded level 1 quals
10081531,X,Non Council funded studies,Unknown
10081532,X,Non Council funded studies,School partnerships
10081533,2,Certificate,All other graded level 2 quals
10081535,X,Non Council funded studies,Unknown
10081536,1,Certificate,All other graded level 1 quals
10081538,3,Certificate,All other graded level 3 quals
10081539,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10081540,2,Diploma,All other graded level 2 quals
10081541,3,Certificate,All other graded level 3 quals
10081542,2,Certificate,All other graded level 2 quals
10081543,3,Certificate,All other graded level 3 quals
10081545,1,Certificate,All other graded level 1 quals
10081546,3,Diploma,All other graded level 3 quals
10081547,1,Certificate,All other graded level 1 quals
10081548,1,Certificate,All other graded level 1 quals
10081549,1,Certificate,All other graded level 1 quals
10081550,1,Certificate,All other graded level 1 quals
10081551,4,HNC,Level 4 and above
10081552,1,Certificate,All other graded level 1 quals
10081553,4,HNC,Level 4 and above
10081554,X,Non Council funded studies,Unknown
10081555,1,Certificate,All other graded level 1 quals
10081556,1,Certificate,All other graded level 1 quals
10081557,1,Certificate,All other graded level 1 quals
10081559,1,Certificate,All other graded level 1 quals
10081560,1,Certificate,All other graded level 1 quals
10081561,2,Diploma,YUP
10081562,1,Diploma,All other graded level 1 quals
10081564,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10081566,1,NVQ,NVQ Level 1
10081567,3,Diploma,CACHE Dip
10081569,1,Diploma,All other graded level 1 quals
10081570,2,Certificate,All other graded level 2 quals
10081571,1,Certificate,All other graded level 1 quals
10081572,1,Certificate,All other graded level 1 quals
10081573,2,Diploma,All other graded level 2 quals
10081574,1,Certificate,All other graded level 1 quals
10081579,1,Diploma,All other graded level 1 quals
10081580,1,Certificate,All other graded level 1 quals
10081582,1,Certificate,All other graded level 1 quals
10081586,3,GCE AS level,A Levels
10081592,2,Certificate,Technical Certificate Level 2
10081593,3,Diploma,All other graded level 3 quals
10081595,3,Diploma,Technical Certificate Level 3
10081596,X,Other,Technical Certificate Level 3
10081597,X,Other,Technical Certificate Level 3
10081598,1,Functional Skills,Technical Certificate Level 3
10081599,X,Other,Technical Certificate Level 3
10081600,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
10081601,3,NVQ,Technical Certificate Level 3
10081602,1,Functional Skills,Technical Certificate Level 3
10081603,3,Diploma,Technical Certificate Level 3
10081604,3,Diploma,All other graded level 3 quals
10081605,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
10081606,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
10081607,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
10081608,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
10081609,3,Diploma,All other graded level 3 quals
10081610,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
10081611,2,Certificate,All other graded level 2 quals
10081612,2,Certificate,All other graded level 2 quals
10081613,2,Certificate,All other graded level 2 quals
10081615,2,Certificate,All other graded level 2 quals
10081616,2,Certificate,All other graded level 2 quals
10081617,2,Certificate,All other graded level 2 quals
10081618,2,Certificate,All other graded level 2 quals
10081619,2,Certificate,All other graded level 2 quals
10081620,2,Certificate,All other graded level 2 quals
10081624,X,Other,Unknown
10081625,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10081628,2,Certificate,All other graded level 2 quals
10081630,3,Certificate,YUP
10081632,X,Non Council funded studies,Unknown
10081637,3,GCE AS level,A Levels
10081639,X,Non Council funded studies,Level 4 and above
10081640,X,Other,Unknown
10081642,X,Non Council funded studies,School partnerships
10081643,X,Other,Unknown
10081644,X,Non Council funded studies,School partnerships
10081645,X,Non Council funded studies,School partnerships
10081646,X,Non Council funded studies,School partnerships
10081647,X,Non Council funded studies,School partnerships
10081648,X,Other,Unknown
10081649,X,Non Council funded studies,School partnerships
10081650,X,Other,Unknown
10081651,X,Non Council funded studies,School partnerships
10081652,X,Non Council funded studies,School partnerships
10081653,X,Non Council funded studies,School partnerships
10081655,X,Other,Unknown
10081656,X,Non Council funded studies,School partnerships
10081657,X,Non Council funded studies,School partnerships
10081658,X,Non Council funded studies,School partnerships
10081659,1,Certificate,All other graded level 1 quals
10081660,X,Other,Unknown
10081661,1,Certificate,All other graded level 1 quals
10081662,1,Certificate,All other graded level 1 quals
10081663,1,Certificate,All other graded level 1 quals
10081664,X,Other,Unknown
10081665,1,Certificate,All other graded level 1 quals
10081666,1,Certificate,All other graded level 1 quals
10081667,X,Other,Unknown
10081668,1,Certificate,All other graded level 1 quals
10081669,1,Certificate,All other graded level 1 quals
10081670,1,Certificate,All other graded level 1 quals
10081671,1,Certificate,All other graded level 1 quals
10081672,1,Certificate,All other graded level 1 quals
10081673,1,Certificate,All other graded level 1 quals
10081674,1,Certificate,All other graded level 1 quals
10081675,1,Certificate,All other graded level 1 quals
10081676,2,Other,All other graded level 2 quals
10081677,1,Certificate,All other graded level 1 quals
10081678,2,Certificate,All other graded level 2 quals
10081679,2,Award,All other graded level 2 quals
10081680,2,Award,All other graded level 2 quals
10081681,1,Certificate,All other graded level 1 quals
10081682,3,GCE AS level,A Levels
10081683,3,GCE AS level,A Levels
10081684,3,GCE AS level,A Levels
10081685,3,GCE AS level,A Levels
10081686,3,GCE AS level,A Levels
10081687,3,GCE AS level,A Levels
10081688,X,Other,Unknown
10081689,E,Certificate,Entry Level 2
10081690,3,GCE AS level,A Levels
10081691,3,GCE AS level,A Levels
10081692,3,GCE AS level,A Levels
10081693,4,HNC,Level 4 and above
10081694,X,Other,Unknown
10081695,X,Other,Unknown
10081696,X,Other,Unknown
10081697,X,Other,Unknown
10081701,X,Other,Unknown
10081702,1,Other,All other graded level 1 quals
10081704,3,Edexcel National Diploma (new syllabus),BTEC National Dip
10081706,3,Diploma,CACHE Dip
10081707,H,HNC,Level 4 and above
10081708,H,HNC,Level 4 and above
10081709,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
10081710,3,Certificate,All other graded level 3 quals
10081711,X,Non Council funded studies,Unknown
10081712,2,GCSE,GCSEs
10081714,3,Diploma,All other graded level 3 quals
10081715,E,Other,Entry Level 3
10081716,3,NVQ,NVQ Level 3
10081717,3,NVQ,NVQ Level 3
10081719,X,Non Council funded studies,Unknown
10081720,H,Graduateship,Level 4 and above
10081721,2,Certificate,All other graded level 2 quals
10081722,4,Diploma,Level 4 and above
10081723,3,Certificate,All other graded level 3 quals
10081724,E,Other,Entry Level 3
10081725,3,Certificate,All other graded level 3 quals
10081727,4,HNC,Level 4 and above
10081729,3,Certificate,YUP
10081730,1,Certificate,All other graded level 1 quals
10081731,X,Other,Unknown
10081732,2,Certificate,All other graded level 2 quals
